lat,lon,depth
-35.0100,-63.6026,496.7568
-35.1473,-62.2832,609.5491
-35.1607,-62.0585,620.4093
-35.1704,-61.8275,629.7957
-35.1759,-61.5920,637.6773
-35.1840,-61.3641,646.7591
-35.1830,-61.1245,652.4013
-35.2000,-60.9171,664.6704
-35.2007,-60.6825,670.8144
-35.2019,-60.4547,677.0710
-34.6629,-68.8915,181.9123
-34.6643,-68.7138,189.9095
-34.6813,-68.5413,197.7009
-34.7034,-68.3498,208.4099
-34.7277,-68.1017,215.7674
-34.7378,-67.8668,220.1765
-34.7399,-67.6563,224.4733
-34.6990,-67.0981,253.5740
-34.6841,-66.9191,264.7751
-34.6772,-66.7381,274.5362
-34.6716,-66.5598,284.8412
-34.6702,-66.3785,294.8211
-34.6673,-66.2035,306.2286
-34.6711,-66.0206,316.4818
-34.6684,-65.8523,329.9418
-34.6772,-65.6662,340.4813
-34.6847,-65.4844,352.5141
-34.6931,-65.3015,365.1334
-34.7048,-65.1145,377.3680
-34.7138,-64.9362,391.9177
-34.7232,-64.7643,407.6611
